line_no,classification,requirement_id,note
1111,integrated,,per-component determination of R-1077
1112,integrated,,per-component determination of R-1077
1113,integrated,,per-component determination of R-1077
1114,integrated,,per-component determination of R-1077
1116,integrated,R-1087,
1117,integrated,,continuation of R-1087
1119,structural_heading,,
1121,integrated,R-1092,
1123,integrated,,mandated contribution-matrix columns; continuation of R-1092
1124,nonoperative,,table separator
1126,integrated,R-1097,
1128,integrated,,category definition of R-1097
1129,integrated,,category definition of R-1097
1130,integrated,,category definition of R-1097
1131,integrated,,category definition of R-1097
1133,integrated,R-1104,
1135,structural_heading,,
1137,integrated,R-1108,
1138,integrated,R-1109,
1139,integrated,,continuation of R-1109
1140,integrated,,continuation of R-1109
1141,integrated,R-1112,
1142,integrated,,continuation of R-1112
1143,integrated,R-1114,
1144,integrated,,continuation of R-1114
1145,integrated,R-1116,
1146,integrated,,continuation of R-1116
1147,integrated,R-1118,
1148,integrated,,continuation of R-1118
1149,integrated,,continuation of R-1118
1150,integrated,R-1121,
1151,integrated,R-1122,
1152,integrated,,continuation of R-1122
1153,integrated,R-1124,
1154,integrated,R-1125,
1156,structural_heading,,
1158,integrated,R-1129,
1160,integrated,,acceptance criterion of R-1129
1161,integrated,,acceptance criterion of R-1129
1162,integrated,,acceptance criterion of R-1129
1163,integrated,,acceptance criterion of R-1129
1164,integrated,,acceptance criterion of R-1129
1165,integrated,,acceptance criterion of R-1129
1166,integrated,,acceptance criterion of R-1129
1167,integrated,,acceptance criterion of R-1129
1168,integrated,,acceptance criterion of R-1129
1170,integrated,R-1141,
1171,integrated,,continuation of R-1141
1173,structural_heading,,
1175,integrated,R-1146,
1177,integrated,,required method artifact of R-1146
1178,integrated,,required method artifact of R-1146
1179,integrated,,required method artifact of R-1146
1180,integrated,,required method artifact of R-1146
1181,integrated,,required method artifact of R-1146
1182,integrated,,required method artifact of R-1146
1183,integrated,,required method artifact of R-1146
1184,integrated,,required method artifact of R-1146
1185,integrated,,required method artifact of R-1146
1186,integrated,,required method artifact of R-1146
1188,integrated,R-1159,
1190,integrated,,required unambiguous definition of R-1159
1191,integrated,,required unambiguous definition of R-1159
1192,integrated,,required unambiguous definition of R-1159
1193,integrated,,required unambiguous definition of R-1159
1194,integrated,,required unambiguous definition of R-1159
1195,integrated,,required unambiguous definition of R-1159
1196,integrated,,required unambiguous definition of R-1159
1197,integrated,,required unambiguous definition of R-1159
1198,integrated,,required unambiguous definition of R-1159
1199,integrated,,required unambiguous definition of R-1159
1200,integrated,,required unambiguous definition of R-1159
1201,integrated,,required unambiguous definition of R-1159
1202,integrated,,required unambiguous definition of R-1159
1203,integrated,,required unambiguous definition of R-1159
1204,integrated,,required unambiguous definition of R-1159
1205,integrated,,required unambiguous definition of R-1159
1207,structural_heading,,
1209,integrated,R-1180,
1210,integrated,R-1181,
1211,integrated,R-1182,
1212,integrated,R-1183,
1213,integrated,R-1184,
1214,integrated,,continuation of R-1184
1215,integrated,R-1186,
1216,integrated,,continuation of R-1186
1217,integrated,R-1188,
1219,structural_heading,,
1221,integrated,R-1192,
1222,integrated,,continuation of R-1192
1224,integrated,,required complexity report item of R-1192
1225,integrated,,required complexity report item of R-1192
1226,integrated,,required complexity report item of R-1192
1227,integrated,,required complexity report item of R-1192
1228,integrated,,required complexity report item of R-1192
1229,integrated,,required complexity report item of R-1192
1230,integrated,,required complexity report item of R-1192
1231,integrated,,required complexity report item of R-1192
1232,integrated,,required complexity report item of R-1192
1233,integrated,,required complexity report item of R-1192
1234,integrated,,required complexity report item of R-1192
1235,integrated,,required complexity report item of R-1192
1236,integrated,,required complexity report item of R-1192
1237,integrated,,required complexity report item of R-1192
1238,integrated,,required complexity report item of R-1192
1240,integrated,R-1211,
1241,integrated,,continuation of R-1211
1243,structural_heading,,
1245,integrated,R-1216,
1247,integrated,,freeze-manifest field of R-1216
1248,integrated,,freeze-manifest field of R-1216
1249,integrated,,freeze-manifest field of R-1216
1250,integrated,,freeze-manifest field of R-1216
1251,integrated,,freeze-manifest field of R-1216
1252,integrated,,freeze-manifest field of R-1216
1253,integrated,,freeze-manifest field of R-1216
1254,integrated,,freeze-manifest field of R-1216
1256,integrated,R-1227,
1257,integrated,,continuation of R-1227
1258,integrated,,continuation of R-1227
1259,duplicate,,duplicate of R-146 ablation toggles pre-approved components only
1260,duplicate,,duplicate of R-146 ablation toggles pre-approved components only
1262,nonoperative,,section divider
1264,structural_heading,,
1266,structural_heading,,
1268,integrated,R-1239,
1270,integrated,,suite role of R-1239
1271,integrated,,suite role of R-1239
1272,integrated,,suite role of R-1239
1273,integrated,,suite role of R-1239
1274,integrated,,suite role of R-1239
1276,integrated,R-1247,
1277,integrated,,continuation of R-1247
1278,integrated,R-1249,
1279,integrated,,continuation of R-1249
1281,structural_heading,,
1283,integrated,R-1254,
1285,integrated,R-1254,verification item of R-1254
1286,integrated,R-1254,verification item of R-1254
1287,integrated,R-1254,verification item of R-1254
1288,integrated,R-1254,verification item of R-1254
1289,integrated,R-1254,verification item of R-1254
1290,integrated,R-1254,verification item of R-1254
1291,integrated,R-1254,verification item of R-1254
1292,integrated,R-1254,verification item of R-1254
1293,integrated,R-1254,verification item of R-1254
1294,integrated,R-1254,verification item of R-1254
1295,integrated,R-1254,verification item of R-1254
1296,integrated,R-1254,verification item of R-1254
1297,integrated,R-1254,verification item of R-1254
1298,integrated,R-1254,verification item of R-1254
1299,integrated,R-1254,verification item of R-1254
1301,integrated,R-1272,
1303,structural_heading,,table header/separator row
1304,structural_heading,,table header/separator row
1305,integrated,R-1272,suite anchor table row of R-1272
1306,integrated,R-1272,suite anchor table row of R-1272
1307,integrated,R-1272,suite anchor table row of R-1272
1309,structural_heading,,
1311,integrated,R-1282,
1313,integrated,R-1282,fairness check item of R-1282
1314,integrated,R-1282,fairness check item of R-1282
1315,integrated,R-1282,fairness check item of R-1282
1316,integrated,R-1282,fairness check item of R-1282
1317,integrated,R-1282,fairness check item of R-1282
1318,integrated,R-1282,fairness check item of R-1282
1319,integrated,R-1282,fairness check item of R-1282
1320,integrated,R-1282,fairness check item of R-1282
1321,integrated,R-1282,fairness check item of R-1282
1322,integrated,R-1282,fairness check item of R-1282
1323,integrated,R-1282,fairness check item of R-1282
1325,integrated,R-1296,
1327,integrated,R-1296,status definition of R-1296
1328,integrated,R-1296,status definition of R-1296
1329,integrated,R-1296,status definition of R-1296
1330,integrated,R-1296,status definition of R-1296
1332,integrated,R-1303,
1333,integrated,R-1304,
1335,structural_heading,,
1337,integrated,R-1308,
1338,integrated,R-1309,
1339,integrated,R-1309,
1340,integrated,R-1311,
1341,integrated,R-1312,
1342,integrated,R-1313,
1343,integrated,R-1314,
1344,integrated,R-1315,
1346,structural_heading,,
1348,integrated,R-1319,
1350,integrated,R-1319,artifact-class definition of R-1319
1351,integrated,R-1319,artifact-class definition of R-1319
1352,integrated,R-1319,artifact-class definition of R-1319
1353,integrated,R-1319,artifact-class definition of R-1319
1354,integrated,R-1319,artifact-class definition of R-1319
1356,integrated,R-1327,
1357,integrated,R-1327,
1358,integrated,R-1327,
1360,structural_heading,,
1362,integrated,R-1333,
1363,integrated,R-1333,
1364,integrated,R-1333,
1366,example_or_comment,,code fence delimiter
1367,integrated,R-1333,mandatory manifest field of R-1333
1368,integrated,R-1333,mandatory manifest field of R-1333
1369,integrated,R-1333,mandatory manifest field of R-1333
1370,integrated,R-1333,mandatory manifest field of R-1333
1371,integrated,R-1333,mandatory manifest field of R-1333
1372,integrated,R-1333,mandatory manifest field of R-1333
1373,integrated,R-1333,mandatory manifest field of R-1333
1374,integrated,R-1333,mandatory manifest field of R-1333
1375,integrated,R-1333,mandatory manifest field of R-1333
1376,integrated,R-1333,mandatory manifest field of R-1333
1377,integrated,R-1333,mandatory manifest field of R-1333
1378,integrated,R-1333,mandatory manifest field of R-1333
1379,integrated,R-1333,mandatory manifest field of R-1333
1380,integrated,R-1333,mandatory manifest field of R-1333
1381,integrated,R-1333,mandatory manifest field of R-1333
1382,integrated,R-1333,mandatory manifest field of R-1333
1383,example_or_comment,,code fence delimiter
1385,integrated,R-1356,
1386,integrated,R-1356,
1388,structural_heading,,
1390,integrated,R-1361,
1391,integrated,R-1362,
1392,integrated,R-1363,
1393,integrated,R-1364,
1394,integrated,R-1365,
1395,integrated,R-1366,
1396,integrated,R-1366,
1397,integrated,R-1366,
1398,integrated,R-1366,
1399,integrated,R-1366,
1400,integrated,R-1366,
1401,integrated,R-1401,CR-0003: main-text representative convergence subset chosen by pre-defined summary-statistic-derived criteria recorded before inspecting rendered figures
1402,integrated,R-1401,continuation of R-1401
1403,integrated,R-1401,continuation of R-1401
1404,integrated,R-1401,continuation of R-1401
1405,integrated,R-1401,continuation of R-1401
1406,integrated,R-1372,
1407,integrated,R-1373,
1409,integrated,R-1375,CR-0001 family-overlay panel design: all seven GSK-family algorithms per convergence panel
1410,integrated,,continuation of R-1375
1411,integrated,,continuation of R-1375
1412,integrated,,continuation of R-1375
1413,integrated,,continuation of R-1375
1415,integrated,R-1381,CR-0001: uniform per-checkpoint mean-across-runs aggregation from release CheckpointErrors logs; mixing bases prohibited unless disclosed
1416,integrated,,continuation of R-1381
1417,integrated,,continuation of R-1381
1418,integrated,,continuation of R-1381
1419,integrated,,continuation of R-1381
1420,integrated,R-1420,CR-0003: frozen plan MAY pre-register median+IQR band (or mean+CI) aggregation; one aggregation for all seven curves in all panels; best-run selection prohibited
1421,integrated,R-1420,continuation of R-1420
1422,integrated,R-1420,continuation of R-1420
1423,integrated,R-1420,continuation of R-1420
1424,integrated,R-1420,continuation of R-1420
